what,kind,bundleId,bundleVersion,description,time
closed,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1329227776396
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1329227807141
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1329227807161
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227822312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227837791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329227839076
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1329227842921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227845381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227848928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227852822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227857246
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227890572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227896992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227898111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227933578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329227941009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227947004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329227996204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228015022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228024783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228026216
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228029547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228046375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228051341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1329228053900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329228062321
