what,kind,bundleId,bundleVersion,description,time
started,bundle,net.rim.common.signer,1.0.2.201112120946,"net.rim.common.signer",1330804576825
os,sysinfo,,,"win32",1330804576825
arch,sysinfo,,,"x86",1330804576825
ws,sysinfo,,,"win32",1330804576825
locale,sysinfo,,,"de_AT",1330804576825
processors,sysinfo,,,"2",1330804576825
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330804576825
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1330804576825
java.specification.name,sysinfo,,,"Java Platform API Specification",1330804576825
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330804576825
java.specification.version,sysinfo,,,"1.6",1330804576825
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1330804576825
java.version,sysinfo,,,"1.6.0_29",1330804576825
java.vm.info,sysinfo,,,"mixed mode, sharing",1330804576825
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1330804576825
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330804576825
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330804576825
java.vm.specification.version,sysinfo,,,"1.0",1330804576825
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1330804576825
java.vm.version,sysinfo,,,"20.4-b02",1330804576825
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1330804576934
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330804577402
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1330804577496
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1330804577933
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330804577995
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330804578073
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330804578198
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1330804578526
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330804579633
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330804579680
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1330804579898
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1330804580226
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330804580803
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330804581708
