what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935224054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330935252836
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1330935297416
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.ThreadView",1330935297445
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330935299936
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1330935344457
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330935348434
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935391746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935415484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330935421557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330935435309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935437441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330935439430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935446937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935451003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935452104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330935453078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935458581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935459775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935460324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935471497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935472378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330935473260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935477499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330935478318
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935481377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935485637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935488575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330935492768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935554530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935556481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935565616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935596470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935620087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935623138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935688484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935714751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935761668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935779902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330935853575
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1330935900891
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.ThreadView",1330935900920
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330935902978
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1330935947017
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936001574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936090299
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330936095343
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330936097572
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1330936097601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330936119958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330936122966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330936127843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330936179831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330936209313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330936209709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330936209895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330936210106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330936210354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330936210610
