what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330857976276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330857977377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330857983385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858099622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858106713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858106926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858107100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858107255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858107431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858107586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858107763
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858107933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858108128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858108431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858108745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858109343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858109491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858109672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858109908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858110063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858110449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858110633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858110801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858110978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858111258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330858111522
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330858113396
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330858115281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330858115633
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330858125150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858160125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858186654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858248766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858344000
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1330858345240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330858352802
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330858354409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330858356082
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858357357
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858853219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858874018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859077480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859205429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859313295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859338310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859369144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859376429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859539617
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859555255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862653484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862665036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862738299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862743204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862769843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330862776700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862792983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862798831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862815532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862846299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862876845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862878949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862940684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863027119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863053918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863122299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863149553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330864738817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330864741609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876363609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876365697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876381473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876382986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876387823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876428852
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1330876438212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330876440068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330876489286
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330877466518
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1330877497593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1330877497914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330877499842
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330877523616
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330877528904
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330877535963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330877550015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330877568834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330877683716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330877939560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878000282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878014744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330878018778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878025559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878025622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878033833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878035728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878046614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878050509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330878055646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330878059886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330878079797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878087676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878101666
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1330878103598
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.ThreadView",1330878103638
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330878104294
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1330878112627
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1330878114503
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1330878114664
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330878115941
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1330878169294
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.ThreadView",1330878169312
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1330878169946
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1330878189736
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330878198864
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330878200095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330878200867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330878205123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878265235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878266353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878268276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878525793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878615655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878615712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878619971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878649830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878650898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878669437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878680194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878826055
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330878834154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330878834506
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1330878838544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330878838935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330878867767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879023790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879055789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879062557
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330879066260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879072075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879091592
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330879092797
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330879092934
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330879092981
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330879094859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330879169694
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330879265571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330879277606
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330879279005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330879281130
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1330879283792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330879350375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330879379447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330879380969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879398237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879427266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330879431569
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1330879444109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1330879452764
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1330879453119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879456618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330879458340
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1330879463776
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1330879464027
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1330879464197
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1330879464386
