what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1330931576021
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1330931576126
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1330931585918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330931590261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330931605189
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330931619620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931619739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931624864
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1330931624911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330931687479
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1330931692571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330931768351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330931781633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931786585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931803050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330931805469
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330931853285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931857025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931874292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931881440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931884443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931889233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931891227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931893473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931896278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330931913247
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330932023561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330932042613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330932066566
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330932069082
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330932069216
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330932088015
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330932088235
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330932088331
